Mod:Item:MetaData, Localized Name
matteroverdrive:weapon_station, Weapon Station
matteroverdrive:android_station, Android Station
matteroverdrive:charging_station, Charging Station
matteroverdrive:decorative.stripes, Yellow Stripes
matteroverdrive:decorative.coils, Coils
matteroverdrive:decorative.clean, Tritanium Smooth Plate
matteroverdrive:decorative.vent.dark, Dark Vent
matteroverdrive:decorative.vent.bright, Vent
matteroverdrive:decorative.holo_matrix, Holographic Matrix
matteroverdrive:decorative.tritanium_plate, Tritanium Plate
matteroverdrive:decorative.tritanium_plate_stripe, Tritanium Plate Guided
matteroverdrive:decorative.carbon_fiber_plate, Carbon Fiber Plate
matteroverdrive:decorative.matter_tube, Matter Tube
matteroverdrive:decorative.beams, Tritanium Grate
matteroverdrive:decorative.floor_tiles, Floor Tiles
matteroverdrive:decorative.floor_tile_white, White Floor Tiles
matteroverdrive:decorative.floor_tiles_green, Green Floor Tiles
matteroverdrive:decorative.floor_noise, Linoleum Floor
matteroverdrive:decorative.white_plate, Soft Wall Plates
matteroverdrive:decorative.separator, Tritanium Rail
matteroverdrive:decorative.tritanium_lamp, Tritanium Lamp
matteroverdrive:decorative.tritanium_plate_colored, Colored Tritanium Plate
matteroverdrive:decorative.engine_exhaust_plasma, Engine Exhaust Plasma
matteroverdrive:microwave, Microwave
matteroverdrive:industrial_glass, Industrial Glass
matteroverdrive:bounding_box, Bounding Block
matteroverdrive:dilithium_crystal, Dilithium Crystal
matteroverdrive:tritanium_ingot, Tritanium Ingot
matteroverdrive:tritanium_nugget, Tritanium Nugget
matteroverdrive:tritanium_dust, Tritanium Dust
matteroverdrive:tritanium_plate, Tritanium Plate
matteroverdrive:matter_dust, Matter Dust
matteroverdrive:matter_dust_refined, Refined Matter Dust
matteroverdrive:android_pill:0, Red Pill
matteroverdrive:android_pill:1, Blue Pill
matteroverdrive:android_pill:2, Yellow Pill
matteroverdrive:emergency_ration, Emergency Ration
matteroverdrive:earl_gray_tea, Tea. Earl Grey. Hot.
matteroverdrive:romulan_ale, Romulan Ale
matteroverdrive:battery, Battery
matteroverdrive:hc_battery, High Capacity Battery
matteroverdrive:creative_battery, Creative Battery
matteroverdrive:matter_container, item.matteroverdrive.matter_container.name
matteroverdrive:me_conversion_matrix, Matter-Energy Conversion Matrix
matteroverdrive:h_compensator, Heisenberg Compensator
matteroverdrive:integration_matrix, Integration Matrix
matteroverdrive:machine_casing, Machine Casing
matteroverdrive:s_magnet, Superconductor Magnet
matteroverdrive:isolinear_circuit:0, Isolinear Circuit Mk1
matteroverdrive:isolinear_circuit:1, Isolinear Circuit Mk2
matteroverdrive:isolinear_circuit:2, Isolinear Circuit Mk3
matteroverdrive:isolinear_circuit:3, Isolinear Circuit Mk4
matteroverdrive:matter:0, item.matteroverdrive.matter.name
matteroverdrive:matter:1, item.matteroverdrive.matter.name
matteroverdrive:matter:2, item.matteroverdrive.matter.name
matteroverdrive:forcefield_emitter, Force Field Emitter
matteroverdrive:weapon_handle, Weapon Handle
matteroverdrive:weapon_receiver, Weapon Receiver
matteroverdrive:plasma_core, Plasma Core
matteroverdrive:phaser, Phaser
matteroverdrive:phaser_rifle, Phaser Rifle
matteroverdrive:plasma_shotgun, Plasma Shotgun
matteroverdrive:ion_sniper, Ion Sniper
matteroverdrive:omni_tool, Omni Tool
matteroverdrive:weapon_module_color:0, Color Module (Red)
matteroverdrive:weapon_module_color:1, Color Module (Green)
matteroverdrive:weapon_module_color:2, Color Module (Blue)
matteroverdrive:weapon_module_color:3, Color Module (Brown)
matteroverdrive:weapon_module_color:4, Color Module (Pink)
matteroverdrive:weapon_module_color:5, Color Module (Sky Blue)
matteroverdrive:weapon_module_color:6, Color Module (Gold)
matteroverdrive:weapon_module_color:7, Color Module (Lime Green)
matteroverdrive:weapon_module_color:8, Color Module (Black)
matteroverdrive:weapon_module_color:9, Color Module (Gray)
matteroverdrive:weapon_module_barrel:0, Dilithium Focusing Matrix
matteroverdrive:weapon_module_barrel:1, Incendiary Filter
matteroverdrive:weapon_module_barrel:2, Burst Inductive Drum
matteroverdrive:weapon_module_barrel:3, Regenerative Converter
matteroverdrive:weapon_module_barrel:4, Degenerative Explosive Focusing Matrix (Doomsday)
matteroverdrive:weapon_module_barrel:5, Voxel Exaggerating Nullification Obliteration Matrix (VENOM)
matteroverdrive:sniper_scope, Sniper Scope
matteroverdrive:weapon_module_ricochet:0, Shot Rebound Module
matteroverdrive:weapon_module_holo_sights:0, item.matteroverdrive.weapon_module_holo_sights.name
matteroverdrive:tritanium_wrench, Tritanium Wrench
matteroverdrive:tritanium_axe, Tritanium Axe
matteroverdrive:tritanium_pickaxe, Tritanium Pickaxe
matteroverdrive:tritanium_sword, Tritanium Sword
matteroverdrive:tritanium_hoe, Tritanium Hoe
matteroverdrive:tritanium_shovel, Tritanium Shovel
matteroverdrive:tritanium_helmet, Tritanium Helmet
matteroverdrive:tritanium_chestplate, Tritanium Chestplate
matteroverdrive:tritanium_leggings, Tritanium Leggings
matteroverdrive:tritanium_boots, Tritanium Boots
matteroverdrive:rogue_android_part:0, Android Head
matteroverdrive:rogue_android_part:1, Android Arm
matteroverdrive:rogue_android_part:2, Android Leg
matteroverdrive:rogue_android_part:3, Android Torso
matteroverdrive:rogue_android_part:0, Android Head
matteroverdrive:rogue_android_part:1, Android Arm
matteroverdrive:rogue_android_part:2, Android Leg
matteroverdrive:rogue_android_part:3, Android Torso
matteroverdrive:tritanium_spine, Tritanium Spine
matteroverdrive:matter_scanner, Matter Scanner
matteroverdrive:pattern_drive, Pattern Drive
matteroverdrive:network_flash_drive, Network Flash Drive
matteroverdrive:upgrade:0, Upgrade Shell
matteroverdrive:upgrade:1, Speed Upgrade
matteroverdrive:upgrade:2, Power Upgrade
matteroverdrive:upgrade:3, Fail-Safe Upgrade
matteroverdrive:upgrade:4, Range Upgrade
matteroverdrive:upgrade:5, Power Storage Upgrade
matteroverdrive:upgrade:6, Hyper Speed Upgrade
matteroverdrive:upgrade:7, Matter Storage Upgrade
matteroverdrive:transport_flash_drive, Transport Flash Drive
matteroverdrive:energy_pack, Energy Pack
matteroverdrive:data_pad, Data Pad
matteroverdrive:contract, Contract
matteroverdrive:portable_decomposer, Portable Decomposer
matteroverdrive:security_protocol, item.matteroverdrive.security_protocol.name
matteroverdrive:spacetime_equalizer, Space-Time Equalizer
matteroverdrive:record_transformation, Music Disc
matteroverdrive:artifact, Unknown Artifact
matteroverdrive:trilithium_crystal, Pure Trilithium Crystal
matteroverdrive:quantum_fold_manipulator, Quantum Fold Manipulator
naturescompass:naturescompass, Biome Tracker
netherex:gloomy_netherrack, Gloomy Netherrack
netherex:lively_netherrack, Lively Netherrack
netherex:fiery_netherrack, Fiery Netherrack
netherex:icy_netherrack, Icy Netherrack
netherex:netherrack_path, Trodden Netherrack
netherex:gloomy_netherrack_path, Gloomy Trodden Netherrack
netherex:lively_netherrack_path, Lively Trodden Netherrack
netherex:fiery_netherrack_path, Fiery Trodden Netherrack
netherex:icy_netherrack_path, Icy Trodden Netherrack
netherex:gloomy_nether_brick, Gloomy Nether Bricks
netherex:lively_nether_brick, Lively Nether Bricks
netherex:fiery_nether_brick, Fiery Nether Bricks
netherex:icy_nether_brick, Icy Nether Bricks
netherex:basalt, Basalt
netherex:smooth_basalt, Smooth Basalt
netherex:basalt_brick, Basalt Bricks
netherex:basalt_pillar, Basalt Pillar
netherex:hyphae, Hyphae
netherex:frostburn_ice, Frostburn Ice
netherex:soul_glass, Soul Glass
netherex:soul_glass_pane, Soul Glass Pane
netherex:amethyst_block, Nether Amethyst Block
netherex:rime_block, Nether Rime Block
netherex:bone_sliver, Bone Sliver
netherex:bone_chunk, Bone Chunk
netherex:worn_iron, Worn Iron Block
netherex:urn_of_sorrow, Urn of Sorrow
netherex:quartz_ore, Nether Quartz Ore
netherex:amethyst_ore, Nether Amethyst Ore
netherex:rime_ore, Nether Rime Ore
netherex:brown_elder_mushroom, Brown Elder Mushroom
netherex:red_elder_mushroom, Red Elder Mushroom
netherex:brown_elder_mushroom_cap, Brown Elder Mushroom Cap
netherex:red_elder_mushroom_cap, Red Elder Mushroom Cap
netherex:enoki_mushroom_cap, Enoki Mushroom Cap
netherex:elder_mushroom_stem, Elder Mushroom Stem
netherex:enoki_mushroom_stem, Enoki Mushroom Stem
netherex:thornstalk, Thornstalk
netherex:ichor, Ichor
netherex:red_nether_brick_slab:0, Red Nether Brick Slab
netherex:gloomy_nether_brick_slab:0, Gloomy Nether Brick Slab
netherex:lively_nether_brick_slab:0, Lively Nether Brick Slab
netherex:fiery_nether_brick_slab:0, Fiery Nether Brick Slab
netherex:icy_nether_brick_slab:0, Icy Nether Brick Slab
netherex:basalt_slab:0, Basalt Slab
netherex:smooth_basalt_slab:0, Smooth Basalt Slab
netherex:basalt_brick_slab:0, Basalt Brick Slab
netherex:basalt_pillar_slab:0, Basalt Pillar Slab
netherex:red_nether_brick_stairs, Red Nether Brick Stairs
netherex:gloomy_nether_brick_stairs, Gloomy Nether Brick Stairs
netherex:lively_nether_brick_stairs, Lively Nether Brick Stairs
netherex:fiery_nether_brick_stairs, Fiery Nether Brick Stairs
netherex:icy_nether_brick_stairs, Icy Nether Brick Stairs
netherex:basalt_stairs, Basalt Stairs
netherex:smooth_basalt_stairs, Smooth Basalt Stairs
netherex:basalt_brick_stairs, Basalt Brick Stairs
netherex:basalt_pillar_stairs, Basalt Pillar Stairs
netherex:quartz_wall, Quartz Wall
netherex:nether_brick_wall, Nether Brick Wall
netherex:red_nether_brick_wall, Red Nether Brick Wall
netherex:gloomy_nether_brick_wall, Gloomy Nether Brick Wall
netherex:lively_nether_brick_wall, Lively Nether Brick Wall
netherex:fiery_nether_brick_wall, Fiery Nether Brick Wall
netherex:icy_nether_brick_wall, Icy Nether Brick Wall
netherex:basalt_wall, Basalt Wall
netherex:smooth_basalt_wall, Smooth Basalt Wall
netherex:basalt_brick_wall, Basalt Brick Wall
netherex:basalt_pillar_wall, Basalt Pillar Wall
netherex:quartz_fence, Quartz Fence
netherex:red_nether_brick_fence, Red Nether Brick Fence
netherex:gloomy_nether_brick_fence, Gloomy Nether Brick Fence
netherex:lively_nether_brick_fence, Lively Nether Brick Fence
netherex:fiery_nether_brick_fence, Fiery Nether Brick Fence
netherex:icy_nether_brick_fence, Icy Nether Brick Fence
netherex:basalt_fence, Basalt Fence
netherex:smooth_basalt_fence, Smooth Basalt Fence
netherex:basalt_brick_fence, Basalt Brick Fence
netherex:basalt_pillar_fence, Basalt Pillar Fence
netherex:quartz_fence_gate, Quartz Fence Gate
netherex:nether_brick_fence_gate, Nether Brick Fence Gate
netherex:red_nether_brick_fence_gate, Red Nether Brick Fence Gate
netherex:basalt_fence_gate, Basalt Fence Gate
netherex:smooth_basalt_fence_gate, Smooth Basalt Fence Gate
netherex:basalt_brick_fence_gate, Basalt Brick Fence Gate
netherex:basalt_pillar_fence_gate, Basalt Pillar Fence Gate
netherex:gloomy_nether_brick_fence_gate, Gloomy Nether Brick Fence Gate
netherex:lively_nether_brick_fence_gate, Lively Nether Brick Fence Gate
netherex:fiery_nether_brick_fence_gate, Fiery Nether Brick Fence Gate
netherex:icy_nether_brick_fence_gate, Icy Nether Brick Fence Gate
netherex:gloomy_netherbrick, Gloomy Nether Brick
netherex:lively_netherbrick, Lively Nether Brick
netherex:fiery_netherbrick, Fiery Nether Brick
netherex:icy_netherbrick, Icy Nether Brick
netherex:wither_bone, Wither Bone
netherex:wither_dust, Wither Dust
netherex:frost_rod, Frost Rod
netherex:frost_powder, Frost Powder
netherex:blazed_wither_bone, Blazed Wither Bone
netherex:frosted_wither_bone, Frosted Wither Bone
netherex:orange_salamander_hide, Orange Salamander Hide
netherex:black_salamander_hide, Black Salamander Hide
netherex:amethyst_crystal, Nether Amethyst Crystal
netherex:rime_crystal, Nether Rime Crystal
netherex:rime_and_steel, Rime and Steel
netherex:spore, Spore
netherex:coolmar_spider_fang, Frost Fang
netherex:ghast_queen_tear, Ghast Queen Tears
netherex:obsidian_boat, Obsidian Boat
netherex:ghast_meat_raw, Raw Ghast Meat
netherex:ghast_meat_cooked, Cooked Ghast Meat
netherex:congealed_magma_cream, Congealed Magma Cream
netherex:enoki_mushroom, Enoki Mushroom
netherex:dull_mirror, Dull Mirror
netherex:withered_amedian_sword, Withered Amedian Sword
netherex:withered_amedian_pickaxe, Withered Amedian Pickaxe
netherex:withered_amedian_shovel, Withered Amedian Shovel
netherex:withered_amedian_axe, Withered Amedian Axe
netherex:withered_amedian_hoe, Withered Amedian Hoe
netherex:withered_amedian_hammer, Withered Amedian Hammer
netherex:blazed_amedian_sword, Blazed Amedian Sword
netherex:blazed_amedian_pickaxe, Blazed Amedian Pickaxe
netherex:blazed_amedian_shovel, Blazed Amedian Shovel
netherex:blazed_amedian_axe, Blazed Amedian Axe
netherex:blazed_amedian_hoe, Blazed Amedian Hoe
netherex:blazed_amedian_hammer, Blazed Amedian Hammer
netherex:frosted_amedian_sword, Frosted Amedian Sword
netherex:frosted_amedian_pickaxe, Frosted Amedian Pickaxe
netherex:frosted_amedian_shovel, Frosted Amedian Shovel
netherex:frosted_amedian_axe, Frosted Amedian Axe
netherex:frosted_amedian_hoe, Frosted Amedian Hoe
netherex:frosted_amedian_hammer, Frosted Amedian Hammer
netherex:wither_bone_helmet, Wither Bone Helmet
netherex:wither_bone_chestplate, Wither Bone Chestplate
netherex:wither_bone_leggings, Wither Bone Leggings
netherex:wither_bone_boots, Wither Bone Boots
netherex:orange_salamander_hide_helmet, OrangeSalamander Hide Helmet
netherex:orange_salamander_hide_chestplate, Orange Salamander Hide Chestplate
netherex:orange_salamander_hide_leggings, Orange Salamander Hide Leggings
netherex:orange_salamander_hide_boots, Orange Salamander Hide Boots
netherex:black_salamander_hide_helmet, Black Salamander Hide Helmet
netherex:black_salamander_hide_chestplate, Black Salamander Hide Chestplate
netherex:black_salamander_hide_leggings, Black Salamander Hide Leggings
netherex:black_salamander_hide_boots, Black Salamander Hide Boots
portality:controller, Portal Controller
portality:frame, Portal Frame
portality:module_interdimensional, Interplanetary Module
portality:module_items:0, Item Module (Type: Input§r)
portality:module_items:1, Item Module (Type: Output§r)
portality:module_fluids:0, Fluid Module (Type: Input§r)
portality:module_fluids:1, Fluid Module (Type: Output§r)
portality:module_energy:0, Energy Module (Type: Input§r)
portality:module_energy:1, Energy Module (Type: Output§r)
portality:creative_creator, Creative Creator
rftools:smartwrench, Smart Wrench
rftools:rftools_manual, RFTools Manual
rftools:rftools_shape_manual, RFTools Shape Manual
rftools:dimensional_shard, Dimensional Shard
rftools:shard_wand, Shard Wand
rftools:infused_diamond, Infused Diamond
rftools:infused_enderpearl, Infused Enderpearl
rftools:syringe, Syringe
rftools:peace_essence, Peace Essence
rftools:developers_delight, Developers Delight
rftools:network_monitor, RF Network Monitor
rftools:modifier_module, Modifier
rftools:storage_module_tablet, Storage Tablet
rftools:storage_module:0, Tier 1 Storage Module
rftools:storage_module:1, Tier 2 Storage Module
rftools:storage_module:2, Tier 3 Storage Module
rftools:storage_module:6, Remote Storage Module
rftools:oredict_module, Ore Dictionary Type Module
rftools:generic_module, Generic Type Module
rftools:filter_module, Filter Module
rftools:teleport_probe, Teleporter Probe
rftools:charged_porter, Charged Porter
rftools:advanced_charged_porter, Advanced Charged Porter
rftools:text_module, Text Screen Module
rftools:inventory_module, Inventory Screen Module
rftools:inventoryplus_module, Inventory Plus Screen Module
rftools:energy_module, Energy Screen Module
rftools:energyplus_module, Energy Plus Screen Module
rftools:clock_module, Clock Screen Module
rftools:fluid_module, Fluid Screen Module
rftools:fluidplus_module, Fluid Plus Screen Module
rftools:machineinformation_module, Machine Information Screen Module
rftools:computer_module, Computer Screen Module
rftools:button_module, Button Screen Module
rftools:elevator_button_module, Elevator Button Screen Module
rftools:redstone_module, Redstone Screen Module
rftools:counter_module, Counter Screen Module
rftools:counterplus_module, Counter Plus Screen Module
rftools:storage_control_module, Storage Control Screen Module
rftools:dump_module, Dump Screen Module
rftools:space_chamber_card, Space Chamber Card
rftools:shape_card:0, Shape Card
rftools:shape_card:1, Shape Card (Void)
rftools:shape_card:2, Shape Card (Quarry)
rftools:shape_card:3, Shape Card (Silk Quarry)
rftools:shape_card:4, Shape Card (Fortune Quarry)
rftools:shape_card:5, Shape Card (Clearing Quarry)
rftools:shape_card:6, Shape Card (Clearing Silk Quarry)
rftools:shape_card:7, Shape Card (Clearing Fortune Quarry)
rftools:shape_card:8, Shape Card (Pump)
rftools:shape_card:9, Shape Card (Clearing Pump)
rftools:shape_card:10, Shape Card (Placing Liquids)
rftools:powercell_card, Powercell Card
rftools:regeneration_module, Regeneration Environmental Module
rftools:regenerationplus_module, Regeneration Plus Environmental Module
rftools:speed_module, Speed Environmental Module
rftools:speedplus_module, Speed Plus Environmental Module
rftools:haste_module, Haste Environmental Module
rftools:hasteplus_module, Haste Plus Environmental Module
rftools:saturation_module, Saturation Environmental Module
rftools:saturationplus_module, Saturation Plus Environmental Module
rftools:featherfalling_module, Feather Falling Environmental Module
rftools:featherfallingplus_module, Feather Falling Plus Environmental Module
rftools:flight_module, Flight Environmental Module
rftools:peaceful_module, Peaceful Environmental Module
rftools:waterbreathing_module, Water Breathing Environmental Module
rftools:nightvision_module, Night Vision Environmental Module
rftools:blindness_module, Blindness Environmental Module
rftools:weakness_module, Weakness Environmental Module
rftools:poison_module, Poison Environmental Module
rftools:slowness_module, Slowness Environmental Module
rftools:glowing_module, Glowing Environmental Module
rftools:luck_module, Luck Environmental Module
rftools:noteleport_module, No Teleport Environmental Module
rftools:orphaning_card, Orphaning Card
rftools:security_card, Security Card
rftools:machine_frame, Machine Frame
rftools:machine_base, Machine Base
rftools:dimensional_shard_ore:0, Dimensional Shard Ore
rftools:dimensional_shard_ore:1, Dimensional Shard Ore
rftools:dimensional_shard_ore:2, Dimensional Shard Ore
rftools:coalgenerator, Coal Generator
rftools:crafter1, Crafter Tier 1
rftools:crafter2, Crafter Tier 2
rftools:crafter3, Crafter Tier 3
rftools:modular_storage, Modular Storage
rftools:remote_storage, Remote Storage
